time,1,2,3,4,5,6,7,8,9
31,9.409439618,8.153694796,7.540670475,6.630303724,5.138760607,3.69681623,2.154923496,0.858387,0.082436403
32,9.489960927,8.243955509,7.677203013,6.999428764,5.356802184,3.759809298,2.491827404,1.298436568,0.417104747
33,9.495485175,8.280681083,7.610852723,6.842839848,5.279328368,3.760804665,2.529583808,1.233792287,0.368375548
34,9.679911992,8.306988182,7.599773703,6.817495965,5.22347467,3.564863163,1.902785901,0.384978059,-0.445612059
35,9.774527475,8.376796812,7.727601886,7.135580902,5.611536816,3.475340298,1.526990088,-0.118353294,-0.717894582
36,9.848791545,8.410531751,7.706616109,7.122513666,5.693005619,3.809290592,2.019889387,0.361294367,-0.560488041
37,9.975978255,8.422945828,7.680950604,7.024981655,5.530978034,3.617892363,1.70608345,0.095400152,-0.64296614
38,10.10654587,8.542736239,7.819750429,6.941578636,5.184753076,3.415360075,1.241015811,-0.276793375,-0.686356225
39,9.978350776,8.45273848,7.725803438,6.886768822,5.377895712,3.58340277,1.43582496,-0.008582002,-0.588580273
40,9.945972988,8.496792855,7.736242357,6.821975568,5.355997161,3.812229758,1.856063822,0.305567731,-0.512729744
41,10.01379867,8.531388696,7.797021029,6.823519868,5.579250274,4.218425421,2.061563248,0.501618008,-0.371055117
42,9.905182062,8.499674441,7.770172106,6.787295716,5.548262962,4.206591971,2.120771991,0.492086548,-0.357218522
43,9.994576091,8.572932403,7.838179009,7.047776822,5.832123339,4.406581309,2.252335698,0.73700077,-0.113921447
44,9.877570639,8.554211095,7.90248459,7.205558112,5.916326795,4.324503818,2.402849011,0.950942107,0.038713924
45,9.696454026,8.418510378,7.789581477,7.192469474,6.081350842,4.411130061,2.444815037,1.06673193,0.26123811
46,9.566022876,8.255201495,7.637877148,7.078567155,6.013892246,4.436231591,2.830585533,1.441284483,0.60638139
47,9.663237846,8.23476572,7.590003122,6.919083885,5.551859261,3.983287746,2.691342214,1.518711581,0.618460912
48,9.587047967,8.154201616,7.483015612,6.635126835,5.016034591,3.530412873,2.494532448,1.546259171,0.6547681
49,9.562117362,8.061411062,7.389441515,6.473955718,4.798095188,3.311413635,2.365743726,1.711627037,1.049105147
50,9.469573774,7.955298843,7.234682618,6.035017044,4.379782774,3.234011768,2.475371412,1.936766378,1.403055661
51,9.406121474,8.001820514,7.136271219,5.521074684,4.107438481,3.318478548,2.606319891,1.85275835,1.297052392
52,9.356645484,7.972507699,7.067170531,5.494791924,4.06142703,3.319453188,2.62196952,1.982218258,1.417137367
53,9.483177732,8.049216374,7.254744386,5.819740042,4.175096031,3.274063971,2.579705009,1.959319968,1.379470143
54,9.493859839,8.090660527,7.311068882,5.780129175,4.031378919,3.066382305,2.383463512,1.723276655,1.06883698
55,9.367857115,8.169799911,7.408945991,6.012472155,4.502354786,3.395298359,2.594730899,1.611705557,0.909775042
56,9.18808803,7.98837827,7.109488374,5.631743436,4.3270451,3.42590841,2.808694874,2.094178467,1.376555795
57,9.225265935,8.04543597,7.109899981,5.600164242,4.334994794,3.380121902,2.754744199,2.099645737,1.451820063
58,9.399182499,7.967402602,6.863131908,5.418759104,4.272140882,3.309614571,2.540252972,1.809644113,1.237352238
59,9.328000925,7.966510987,7.025414086,5.689845687,4.390231337,3.35018628,2.617541463,1.767206268,1.094262268
60,9.348955565,8.145281746,7.341114037,6.04080669,4.491521169,3.246337931,2.286794169,1.470863621,0.984142761
61,9.582329379,8.318114132,7.612366815,6.540017328,4.83028804,3.311653305,2.261422602,1.644455167,1.381298399
62,9.608912362,8.334026963,7.663552602,6.516813263,4.760790294,3.147944903,2.022377777,1.482256551,1.2081656
63,9.718517391,8.390639812,7.657206962,6.420795016,4.48189911,2.942466082,1.845451241,1.331978354,0.974467942
64,9.659920812,8.289307345,7.533338268,6.316553418,4.619073735,3.00394139,1.943365081,1.394338117,0.985114068
65,9.84366573,8.326485912,7.557915911,6.473051126,4.894633951,3.325313563,2.193548998,1.518563167,1.108825304
66,9.750500218,8.200589154,7.373904942,6.212971915,4.51553648,2.769168575,1.747118258,1.081026477,0.621855639
67,9.653980086,8.081589021,7.239144189,6.042165632,4.184075567,2.50492169,1.679982012,0.990509746,0.483091954
68,9.805297356,8.146319883,7.321249842,5.97344252,4.01889086,2.193370559,1.163592635,0.700409027,0.401249099
69,9.538784024,8.137068991,7.429626372,6.425818977,4.777327441,3.043034158,1.594710248,0.755162725,0.335010477
70,9.610650525,8.200951103,7.512080824,6.707158769,5.202671699,3.368703356,1.639952802,0.472446698,0.058022308
71,9.486195562,8.15381772,7.482710678,6.485865105,4.440183684,2.771652799,1.508626786,0.503967859,-0.038296024
72,9.678729242,8.306015344,7.680713239,6.341607649,3.675312887,1.993655188,1.005860583,0.125052324,-0.431962766
73,9.314798105,8.170039725,7.570072891,5.750728064,2.976738287,1.621216944,0.873739053,-0.007400722,-0.562578361
74,9.251514556,8.141745585,7.498230145,6.118888944,3.480562725,1.938975106,1.205540338,0.384644815,-0.293813827
75,9.393658343,8.265767326,7.621447062,6.475177571,4.239523433,2.405065741,1.155246356,0.199618682,-0.425292908
76,9.37309475,8.176282544,7.491351022,6.44004399,4.526243451,2.97141476,1.3629952,0.294674199,-0.311147656
77,9.476078475,8.26840035,7.613143064,6.451923003,4.513105459,2.83185008,1.325802164,0.389507033,-0.120480021
78,9.33275013,8.218555494,7.579854224,6.541706841,4.772039084,2.807185395,1.390291985,0.581961808,-0.101485297
79,9.37559091,8.195096309,7.519185112,6.378983132,4.666724488,3.089327979,1.511525237,0.751283324,0.159050788
80,9.391229171,8.171614665,7.540713053,6.531004843,4.58011119,2.360737178,1.151492148,0.557497559,-0.019028322
81,9.502361578,8.283213724,7.650761129,6.806909719,4.88176032,2.74229066,1.300470127,0.592665257,0.081731124
82,9.342836964,8.221974624,7.628598514,6.753776655,5.025531928,3.029848221,1.601368927,0.952620428,0.348363386
83,9.463108656,8.272311547,7.561290918,6.592509093,4.910413555,3.195369652,1.584189998,0.659719806,0.096009555
84,9.434375258,8.185694918,7.573517279,6.851818331,5.142044778,3.505165253,1.928951818,0.836061722,0.204903594
